Region,Country,City,Month,AvgTemperature,Air_Quality_Index,air_quality_label,Healthcare_Index,healthcare_label,Decibel_Level,decibel_label,Happiness_Score,Cost_of_Living_Index,hotel_price_avg,budget_food_avg,budget_transport_avg,meal_inexpensive_res,Res_3course1P,combo_meal_mcdo,coordonates,coordonates_country
Asia,Philippines,Manila,8,27.32,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
Asia,Philippines,Manila,9,27.01,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
Asia,Philippines,Manila,10,27.77,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
Asia,Philippines,Manila,11,27.19,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
Asia,Philippines,Manila,12,25.96,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
Asia,Singapore,Singapore,1,26.44,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,Singapore,Singapore,2,27.28,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,Singapore,Singapore,3,27.85,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,Singapore,Singapore,4,28.09,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,Singapore,Singapore,5,28.13,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,Singapore,Singapore,6,28.09,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,Singapore,Singapore,7,28.27,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,Singapore,Singapore,8,27.99,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,Singapore,Singapore,9,27.87,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,Singapore,Singapore,10,27.98,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,Singapore,Singapore,11,26.87,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,Singapore,Singapore,12,26.18,60.0,Moderate,95.0,Good,65.0,Noisy,7.0,125.0,111,62.964,17.76,11.09,33.28,5.92,"[1.2897, 103.8501]","[1.352083, 103.819836]"
Asia,South Korea,Seoul,1,-3.67,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,South Korea,Seoul,2,-0.56,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,South Korea,Seoul,3,5.02,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,South Korea,Seoul,4,11.33,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,South Korea,Seoul,5,16.76,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,South Korea,Seoul,6,21.59,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,South Korea,Seoul,7,25.07,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,South Korea,Seoul,8,25.69,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,South Korea,Seoul,9,20.5,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,South Korea,Seoul,10,13.92,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,South Korea,Seoul,11,5.8,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,South Korea,Seoul,12,-1.65,75.0,Moderate,75.0,Moderate,70.0,Noisy,6.0,105.0,45,48.132000000000005,20.4,7.68,26.89,6.15,"[37.5683, 126.9778]","[35.907757, 127.766922]"
Asia,Sri Lanka,Colombo,1,19.37,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Sri Lanka,Colombo,2,21.35,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Sri Lanka,Colombo,3,21.39,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Sri Lanka,Colombo,4,24.87,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Sri Lanka,Colombo,5,26.4,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Sri Lanka,Colombo,6,26.9,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Sri Lanka,Colombo,7,27.04,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Sri Lanka,Colombo,8,26.55,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Sri Lanka,Colombo,9,26.19,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Sri Lanka,Colombo,10,23.47,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Sri Lanka,Colombo,11,18.94,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Sri Lanka,Colombo,12,19.27,200.0,Bad,60.0,Bad,75.0,Noisy,6.0,45.0,52,11.688,5.62,1.36,5.42,3.25,"[6.9319, 79.8478]","[7.873054, 80.771797]"
Asia,Taiwan,Taipei,1,15.63,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Taiwan,Taipei,2,16.02,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Taiwan,Taipei,3,16.7,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Taiwan,Taipei,4,22.04,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Taiwan,Taipei,5,21.59,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Taiwan,Taipei,6,23.13,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Taiwan,Taipei,7,28.15,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Taiwan,Taipei,8,25.22,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Taiwan,Taipei,9,21.61,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Taiwan,Taipei,10,21.78,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Taiwan,Taipei,11,20.54,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Taiwan,Taipei,12,16.69,165.0,Bad,70.0,Moderate,70.0,Noisy,6.0,75.0,53,34.668000000000006,18.04,5.89,19.64,4.91,"[25.0478, 121.5319]","[23.69781, 120.960515]"
Asia,Thailand,Bangkok,1,21.08,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Thailand,Bangkok,2,22.62,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Thailand,Bangkok,3,23.65,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Thailand,Bangkok,4,24.23,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Thailand,Bangkok,5,23.81,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Thailand,Bangkok,6,22.83,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Thailand,Bangkok,7,23.3,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Thailand,Bangkok,8,23.01,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Thailand,Bangkok,9,22.45,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Thailand,Bangkok,10,22.14,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Thailand,Bangkok,11,20.83,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Thailand,Bangkok,12,19.56,110.0,Not Good,55.0,Bad,80.0,Noisy,4.0,50.0,43,28.169999999999995,26.14,2.74,14.4,5.76,"[13.75, 100.5167]","[15.870032, 100.992541]"
Asia,Vietnam,Hanoi,1,16.53,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Asia,Vietnam,Hanoi,2,18.25,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Asia,Vietnam,Hanoi,3,20.71,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Asia,Vietnam,Hanoi,4,24.19,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Asia,Vietnam,Hanoi,5,27.05,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Asia,Vietnam,Hanoi,6,28.95,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Asia,Vietnam,Hanoi,7,29.3,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Asia,Vietnam,Hanoi,8,28.26,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Asia,Vietnam,Hanoi,9,27.67,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Asia,Vietnam,Hanoi,10,25.14,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Asia,Vietnam,Hanoi,11,21.63,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Asia,Vietnam,Hanoi,12,17.55,220.0,Very Bad,40.0,Bad,85.0,Very Noisy,3.0,35.0,41,18.983999999999995,10.38,2.04,9.95,5.3,"[21.0245, 105.8412]","[14.058324, 108.277199]"
Australia/South Pacific,Australia,Brisbane,1,24.59,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Brisbane,2,24.39,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Brisbane,3,23.38,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Brisbane,4,20.77,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Brisbane,5,17.42,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Brisbane,6,15.22,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Brisbane,7,14.85,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Brisbane,8,15.62,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Brisbane,9,18.11,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Brisbane,10,20.65,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Brisbane,11,22.0,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Brisbane,12,23.27,40.0,Good,91.0,Good,60.0,Acceptable,8.0,100.0,95,64.94399999999999,36.54,13.59,33.98,8.83,"[-27.4679, 153.0281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,1,21.03,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,2,19.86,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,3,17.48,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,4,13.12,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,5,8.91,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,6,6.44,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,7,5.96,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,8,6.85,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,9,9.96,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,10,13.49,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,11,15.87,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Canberra,12,17.9,35.0,Good,92.0,Good,55.0,Acceptable,8.0,95.0,122,70.716,33.78,15.63,37.38,8.94,"[-35.2835, 149.1281]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,1,22.88,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,2,22.67,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,3,21.52,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,4,18.78,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,5,15.6,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,6,13.34,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,7,12.99,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,8,14.07,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,9,16.26,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,10,18.74,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,11,19.79,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Melbourne,12,21.28,45.0,Good,90.0,Good,55.0,Acceptable,8.0,115.0,111,75.954,30.66,15.63,40.78,9.68,"[-37.8136, 144.9631]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,1,24.22,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,2,24.43,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,3,22.6,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,4,19.15,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,5,15.45,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,6,13.16,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,7,12.69,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,8,10.77,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,9,10.55,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,10,13.5,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,11,15.99,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Perth,12,18.67,50.0,Good,89.0,Good,60.0,Acceptable,8.0,110.0,94,68.30399999999999,28.64,16.99,33.98,9.48,"[-31.9333, 115.8333]","[-25.274398, 133.775136]"
Australia/South Pacific,Australia,Sydney,1,19.66,30.0,Good,88.0,Good,55.0,Acceptable,8.0,115.0,96,73.686,44.12,13.59,40.78,9.5,"[-33.8679, 151.2073]","[-25.274398, 133.775136]"
